CDSCode,District,School,Street,StreetAbr,City,Zip Code,State,Phone,OpenDate,Charter,DOCType,SOC,SOCType,GSoffered,Latitude,Longitude,LastUpdate,2016-2017 Total Enrollment,2015-2016 ELA Current Status (avg. distance from level 3),2015-2016 ELA Prior Status (avg. Distance from level 3),2015-2016 ELA Status Level,2015-2016 Math Current Status (avg. distance from level 3),2015-2016 Math Prior Status (avg. Distance from level 3),2015-2016 Math Change,2016-2017 English Language Learners,2016-2017 % English Language Learners,2016-2017 FRPM Count,2016-2017 % FRPM Count,2015-2016 Enrollment Grades 10-12,2015-2016 AP Number Tested,2015-2016 % AP Number Tested,2015-2016 AP Score = 1,2015-2016 AP Score = 2,2015-2016 AP Score = 3,2015-2016 AP Score = 4,2015-2016 AP Score = 5,% 2015-2016 AP Score = 1,% 2015-2016 AP Score = 2,% 2015-2016 AP Score = 3,% 2015-2016 AP Score = 4,% 2015-2016 AP Score = 5
37683386039804,San Diego Unified,Juarez Elementary,2633 Melbourne Drive,2633 Melbourne Dr.,San Diego,92123-3535,CA,(858) 496-8145,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.792242,-117.12589,8/7/2015,239,5.7,-49.7,3,-4,-35.6,31.6,64,27%,119,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040034,San Diego Unified,Ocean Beach Elementary,4741 Santa Monica Avenue,4741 Santa Monica Ave.,San Diego,92107-2297,CA,(619) 223-1631,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-4,32.745144,-117.24615,6/18/2015,429,22.3,28.0,4,5.9,10.9,-5,47,11%,224,52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039713,San Diego Unified,Hardy Elementary,5420 Montezuma Road,5420 Montezuma Rd.,San Diego,92115-1329,CA,(619) 582-0136,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.771216,-117.07974,5/10/2016,380,21.4,21.3,4,19.6,5.6,14,125,33%,199,52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039598,San Diego Unified,Foster Elementary,6550 51st Street,6550 51st St.,San Diego,92120-2794,CA,(619) 582-2728,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.791734,-117.0841,6/18/2015,381,5.6,-4.4,3,-22.5,-39.8,17.4,75,20%,207,54%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039135,San Diego Unified,Angier Elementary,8450 Hurlbut Street,8450 Hurlbut St.,San Diego,92123-2013,CA,(858) 496-8295,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.804911,-117.14534,6/18/2015,541,15.8,13.1,4,0.9,1,-0.1,82,15%,298,55%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040224,San Diego Unified,Toler Elementary,3350 Baker Street,3350 Baker St.,San Diego,92117-6017,CA,(858) 273-0294,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.80064,-117.20929,6/18/2015,241,28.6,-8.8,4,-5,-18.4,13.4,75,31%,133,55%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683380127654,San Diego Unified,San Diego Cooperative Charter School 2,3550 Logan Avenue,3550 Logan Ave.,San Diego,92113-2712,CA,(858) 496-1613,9/12/2013,Y,Unified School District,,Elementary Schools (Public),K-8,32.69745,-117.11746,11/24/2015,241,-36.6,-56.6,2,-86.9,-72.6,-14.3,54,22%,135,56%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386071914,San Diego Unified,Mason Elementary,10340 San Ramon Drive,10340 San Ramon Dr.,San Diego,92126-3235,CA,(858) 271-0410,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.906112,-117.13948,5/10/2016,570,12.7,10.6,4,8,8.8,-0.8,188,33%,319,56%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039424,San Diego Unified,Crown Point Elementary,4033 Ingraham Street,4033 Ingraham St.,San Diego,92109-5946,CA,(858) 273-9830,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.793243,-117.23889,6/18/2015,366,12.4,13.7,4,-12.3,-1.9,-10.4,74,20%,209,57%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039119,San Diego Unified,Alcott Elementary,4680 Hidalgo Avenue,4680 Hidalgo Ave.,San Diego,92117-2503,CA,(858) 273-3415,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.832311,-117.22046,6/18/2015,199,0.2,-7.6,3,-17.6,-5.9,-11.7,46,23%,113,57%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039309,San Diego Unified,Cadman Elementary,4370 Kamloop Avenue,4370 Kamloop Ave.,San Diego,92117-4543,CA,(858) 397-6500,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.822127,-117.21453,6/18/2015,201,45.1,10.7,5,16.5,-16.2,32.6,35,17%,119,59%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039564,San Diego Unified,Fletcher Elementary,7666 Bobolink Way,7666 Bobolink Way,San Diego,92123-3701,CA,(858) 496-8100,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.785778,-117.1585,6/18/2015,199,-1.7,-6.2,3,5.9,-7.1,13,39,20%,117,59%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039374,San Diego Unified,Chesterton Elementary,7335 Wheatley Street,7335 Wheatley St.,San Diego,92111-5824,CA,(858) 496-8070,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.794045,-117.16209,6/18/2015,447,40.6,26.4,4,30.7,22.2,8.5,127,28%,265,59%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386093256,San Diego Unified,Miller Elementary,4343 Shields Street,4343 Shields St.,San Diego,92124-2933,CA,(858) 496-8319,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.818568,-117.10756,5/10/2016,735,10.4,-2.1,4,-2.9,-9,6.1,24,3%,442,60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386106173,San Diego Unified,Bethune K-8,6835 Benjamin Holt Road,6835 Benjamin Holt Rd.,San Diego,92114-7827,CA,(619) 267-2271,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-8,32.689764,-117.05013,2/9/2017,598,14.0,-8.2,4,5,-8.4,13.5,102,17%,361,60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040281,San Diego Unified,Wegeforth Elementary,3443 Ediwhar Avenue,3443 Ediwhar Ave.,San Diego,92123-2207,CA,(858) 987-5900,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.805607,-117.1365,5/19/2017,188,-15.7,-33.0,2,-32.1,-34.9,2.8,49,26%,118,63%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039432,San Diego Unified,Cubberley Elementary,3201 Marathon Drive,3201 Marathon Dr.,San Diego,92123-2638,CA,(858) 496-8075,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.801667,-117.12714,6/18/2015,178,26.6,-1.1,4,2.5,-23.6,26.1,21,12%,117,66%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040133,San Diego Unified,Sequoia Elementary,4690 Limerick Avenue,4690 Limerick Ave.,San Diego,92117-3220,CA,(858) 496-8240,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-6,32.828397,-117.17864,5/10/2016,196,-42.9,-46.8,2,-39.1,-56.5,17.4,78,40%,129,66%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040067,San Diego Unified,Perry Elementary,6290 Oriskany Road,6290 Oriskany Rd.,San Diego,92139-1142,CA,(619) 479-4040,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.684978,-117.05864,2/9/2017,412,-6.3,-9.4,2,-12.1,-27.5,15.4,61,15%,275,67%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039887,San Diego Unified,Lindbergh/Schweitzer Elementary,4133 Mount Albertine Avenue,4133 Mt. Albertine Ave.,San Diego,92111-3128,CA,(858) 496-8400,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-6,32.819448,-117.17152,7/20/2015,391,11.0,-6.7,4,-26.5,-35.4,8.9,132,34%,263,67%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039481,San Diego Unified,Dewey Elementary,3251 Rosecrans Street,3251 Rosecrans St.,San Diego,92110-4835,CA,(619) 430-1800,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-4,32.74754,-117.20804,5/10/2016,345,8.6,-3.3,3,20.5,-16.3,36.7,58,17%,236,68%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386112478,San Diego Unified,Nye Elementary,981 Valencia Parkway,981 Valencia Pkwy.,San Diego,92114-6574,CA,(619) 430-1200,9/7/1994,N,Unified School District,,Elementary Schools (Public),K-5,32.696055,-117.07013,11/25/2015,461,33.7,9.6,4,2.6,-11.1,13.7,126,27%,314,68%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386106199,San Diego Unified,Zamorano Elementary,2655 Casey Street,2655 Casey St.,San Diego,92139-2989,CA,(619) 430-1400,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.680338,-117.03864,2/9/2017,1205,1.8,-10.1,3,-18.6,-26.9,8.3,381,32%,825,68%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386096051,San Diego Unified,Hancock Elementary,3303 Taussig Street,3303 Taussig St.,San Diego,92124-3501,CA,(858) 496-8310,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.805301,-117.108,8/5/2016,625,2.9,-17.2,3,-13.8,-30.3,16.5,27,4%,433,69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683380121681,San Diego Unified,SD Global Vision Academy,3430 School Street,3430 School St.,San Diego,92116-3423,CA,(619) 600-5321,9/6/2010,Y,Unified School District,,Elementary Schools (Public),K-8,32.762372,-117.1191,8/17/2016,347,6.5,6.6,3,-14,-4.6,-9.4,56,16%,244,70%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040307,San Diego Unified,Whitman Elementary,4050 Appleton Street,4050 Appleton St.,San Diego,92117-1101,CA,(858) 273-2700,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-6,32.836074,-117.20321,3/8/2017,208,-28.7,-41.2,2,-41.3,-57,15.7,71,34%,145,70%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039770,San Diego Unified,Jefferson Elementary,3770 Utah Street,3770 Utah St.,San Diego,92104-3532,CA,(619) 344-3300,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.74722,-117.13284,6/18/2015,367,-15.4,-29.8,2,-36,-43.5,7.5,151,41%,261,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386089064,San Diego Unified,Walker Elementary,9225 Hillery Drive,9225 Hillery Dr.,San Diego,92126-2908,CA,(858) 271-8050,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.912841,-117.12669,8/5/2016,409,-12.0,-13.7,2,-35.9,-32.7,-3.2,190,46%,292,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039291,San Diego Unified,Cabrillo Elementary,3120 Talbot Street,3120 Talbot St.,San Diego,92106-2447,CA,(619) 223-7154,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-4,32.720377,-117.23364,6/18/2015,152,-1.5,-22.9,3,-6.9,-13.5,6.6,42,28%,110,72%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040265,San Diego Unified,Washington Elementary,1789 State Street,1789 State St.,San Diego,92101-2598,CA,(619) 344-6300,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.724215,-117.1667,6/18/2015,293,-5.9,-47.1,2,-23.4,-61.8,38.4,103,35%,213,73%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683380129387,San Diego Unified,Empower Charter,2230 East Jewett Street,2230 East Jewett St.,San Diego,92111-6013,CA,(858) 292-1304,9/24/2014,Y,Unified School District,,Elementary Schools (Public),K-6,32.785291,-117.17251,9/22/2015,113,-33.9,-32.4,2,-49.5,-49.6,0.2,56,50%,83,73%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386077317,San Diego Unified,Penn Elementary,2797 Utica Drive,2797 Utica Dr.,San Diego,92139-3843,CA,(619) 479-5638,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.673067,-117.0471,2/9/2017,369,15.1,-3.1,4,-13.5,-27.7,14.3,101,27%,278,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039853,San Diego Unified,Lafayette Elementary,6125 Printwood Way,6125 Printwood Way,San Diego,92117-3346,CA,(858) 496-8160,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-6,32.827552,-117.16914,7/22/2015,227,-43.9,-36.2,2,-41.7,-31.6,-10.1,83,37%,170,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039721,San Diego Unified,Hawthorne Elementary,4750 Lehrer Drive,4750 Lehrer Dr.,San Diego,92117-1358,CA,(858) 273-3341,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-6,32.838493,-117.18864,6/18/2015,227,-3.4,-17.3,3,-27.2,-36.2,9,72,32%,173,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039572,San Diego Unified,Florence Elementary,3914 First Avenue,3914 First Ave.,San Diego,92103-3089,CA,(619) 344-5900,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.748814,-117.16391,7/22/2015,244,-1.8,-11.5,3,-11.1,-17,5.9,84,34%,186,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040117,San Diego Unified,Rowan Elementary,1755 Rowan Street,1755 Rowan St.,San Diego,92105-5631,CA,(619) 344-3400,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.723626,-117.11303,8/16/2016,231,-19.7,-29.6,2,-39.3,-48.8,9.5,80,35%,181,78%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039267,San Diego Unified,Boone Elementary,7330 Brookhaven Road,7330 Brookhaven Rd.,San Diego,92114-7115,CA,(619) 344-6000,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.694651,-117.0364,2/9/2017,473,-19.5,-34.6,2,-46,-49.5,3.6,175,37%,369,78%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039457,San Diego Unified,Darnall Charter,6020 Hughes Street,6020 Hughes St.,San Diego,92115-6520,CA,(619) 582-1822,7/1/1980,Y,Unified School District,,Elementary Schools (Public),K-8,32.746606,-117.06676,9/9/2016,638,-39.9,-41.1,2,-56.6,-60.9,4.3,398,62%,495,78%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039556,San Diego Unified,Field Elementary,4375 Bannock Avenue,4375 Bannock Ave.,San Diego,92117-2810,CA,(858) 800-5900,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-6,32.832971,-117.19927,6/18/2015,296,-11.0,-40.9,2,-26.9,-55.5,28.6,153,52%,233,79%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039390,San Diego Unified,Clay Elementary,6506 Solita Avenue,6506 Solita Ave.,San Diego,92115-4244,CA,(619) 344-5700,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.763509,-117.05796,8/5/2016,300,-6.9,-20.3,2,-32.1,-40.6,8.5,79,26%,240,80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039861,San Diego Unified,Pacific View Leadership Elementary,6196 Childs Avenue,6196 Childs Ave.,San Diego,92139-3612,CA,(619) 430-1600,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.670197,-117.0571,8/4/2016,300,-23.1,-33.3,2,-46.2,-48.1,1.9,109,36%,239,80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039606,San Diego Unified,Franklin Elementary,4481 Copeland Avenue,4481 Copeland Ave.,San Diego,92116-4802,CA,(619) 344-3000,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.75806,-117.104,7/22/2015,324,-29.5,-49.2,2,-45.7,-53.7,8,154,48%,261,81%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040091,San Diego Unified,Rolando Park Elementary,6620 Marlowe Drive,6620 Marlowe Dr.,San Diego,92115-6740,CA,(619) 344-3600,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.747808,-117.05444,6/20/2016,212,-22.0,-41.2,2,-43.5,-52.2,8.7,75,35%,176,83%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040059,San Diego Unified,Paradise Hills Elementary,5816 Alleghany Street,5816 Alleghany St.,San Diego,92139-1799,CA,(619) 344-5200,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.679597,-117.06622,2/9/2017,291,-17.6,-0.2,2,-27.7,-35.4,7.7,102,35%,245,84%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040109,San Diego Unified,Ross Elementary,7470 Bagdad Street,7470 Bagdad St.,San Diego,92111-4317,CA,(858) 800-5800,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.811323,-117.16124,6/18/2015,262,-28.1,-34.5,2,-34.7,-36.3,1.6,134,51%,221,84%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040026,San Diego Unified,Oak Park Elementary,2606 54th Street,2606 54th St.,San Diego,92105-4999,CA,(619) 344-5000,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.732601,-117.0797,6/18/2015,529,-7.8,-11.0,2,-21.7,-27.9,6.2,217,41%,462,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683380108266,San Diego Unified,Golden Hill K-8,1240 33rd Street,1240 33rd St.,San Diego,92102-2409,CA,(619) 236-5600,9/6/2006,N,Unified School District,,Elementary Schools (Public),K-8,32.71876,-117.12318,6/18/2015,386,-26.6,-44.9,2,-78.6,-78.5,0,171,44%,337,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039655,San Diego Unified,Garfield Elementary,4487 Oregon Street,4487 Oregon St.,San Diego,92116-3018,CA,(619) 362-4300,9/7/1999,N,Unified School District,,Elementary Schools (Public),K-5,32.7583,-117.13512,6/18/2015,311,-0.4,-48.0,3,-29.9,-57.2,27.4,139,45%,272,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039812,San Diego Unified,Keiller Leadership Academy,7270 Lisbon Street,7270 Lisbon St.,San Diego,92114-3007,CA,(619) 263-9266,7/1/1980,Y,Unified School District,,Elementary Schools (Public),K-8,32.712076,-117.04241,6/18/2015,599,-61.5,-50.3,2,-82,-70.4,-11.6,279,47%,520,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386113211,San Diego Unified,McGill School of Success,3025 Fir Street,3025 Fir St.,San Diego,92102-1123,CA,(619) 239-0632,9/4/1996,Y,Unified School District,,Elementary Schools (Public),K-5,32.725479,-117.1297,5/24/2017,173,-40.4,-29.2,2,-59.5,-23.6,-35.9,103,60%,154,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683380108548,San Diego Unified,Iftin Charter,5465 El Cajon Boulevard,5465 El Cajon Blvd.,San Diego,92115-3620,CA,(619) 265-2411,9/5/2006,Y,Unified School District,,Elementary Schools (Public),K-8,32.757908,-117.07814,4/7/2017,423,-38.1,-47.5,2,-50.1,-50.9,0.8,258,61%,378,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039788,San Diego Unified,Johnson Elementary,1355 Kelton Road,1355 Kelton Rd.,San Diego,92114-1229,CA,(619) 344-4900,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.719126,-117.07514,5/10/2016,371,-54.8,-52.9,2,-53.1,-60.3,7.2,111,30%,333,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039630,San Diego Unified,Fulton K-8,7055 Skyline Drive,7055 Skyline Dr.,San Diego,92114-5930,CA,(619) 344-3200,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-8,32.702667,-117.04741,11/10/2016,363,-38.1,-48.0,2,-48.6,-66.7,18.1,139,38%,326,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039614,San Diego Unified,Freese Elementary,8140 Greenlawn Drive,8140 Greenlawn Dr.,San Diego,92114-7309,CA,(619) 344-3100,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.703611,-117.02741,6/18/2015,319,-38.4,-29.6,2,-59.7,-31.6,-28.1,124,39%,286,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040257,San Diego Unified,Valencia Park Elementary,5880 Skyline Drive,5880 Skyline Dr.,San Diego,92114-5599,CA,(619) 344-3500,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.701466,-117.07178,5/10/2016,520,-36.4,-43.3,2,-27.7,-36.1,8.3,211,41%,470,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039358,San Diego Unified,Carver Elementary,3251 Juanita Street,3251 Juanita St.,San Diego,92105-3807,CA,(619) 344-6600,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.739196,-117.07105,6/18/2015,224,-32.6,-74.9,2,-52.8,-76.4,23.7,109,49%,202,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683380111864,San Diego Unified,Normal Heights Elementary,3750 Ward Road,3750 Ward Rd.,San Diego,92116-3737,CA,(619) 584-6000,9/5/2006,N,Unified School District,,Elementary Schools (Public),K-5,32.761139,-117.11376,6/18/2015,330,-40.1,-33.4,2,-45.2,-33.3,-11.9,189,57%,296,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040158,San Diego Unified,Sherman Elementary,301 22nd Street,301 22nd St.,San Diego,92102-2918,CA,(619) 615-7000,9/1/2008,N,Unified School District,,Elementary Schools (Public),K-5,32.708405,-117.1439,6/18/2015,663,3.7,-10.8,3,-19.1,-46.1,27,431,65%,598,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039341,San Diego Unified,Carson Elementary,6905 Kramer Street,6905 Kramer St.,San Diego,92111-7021,CA,(858) 397-6900,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.776942,-117.17104,2/9/2017,418,-19.9,-33.0,2,-18.6,-32.9,14.2,280,67%,376,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040018,San Diego Unified,Harriet Tubman Village Charter,6880 Mohawk Street,6880 Mohawk St.,San Diego,92115-1728,CA,(619) 668-8635,7/1/1980,Y,Unified School District,,Elementary Schools (Public),K-8,32.769775,-117.04975,8/17/2016,351,-35.0,-35.0,2,-44.7,-61.6,16.9,138,39%,319,91%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039143,San Diego Unified,Audubon K-8,8111 San Vicente,8111 San Vicente,San Diego,92114-4836,CA,(619) 344-5800,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-8,32.71121,-117.03008,2/9/2017,460,-38.7,-60.9,2,-61.8,-72.1,10.3,208,45%,424,92%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386117279,San Diego Unified,Holly Drive Leadership Academy,4801 Elm Street,4801 Elm St.,San Diego,92102-1354,CA,(619) 266-7333,11/1/1999,Y,Unified School District,,Elementary Schools (Public),K-8,32.724151,-117.09257,6/18/2015,124,-55.6,-72.7,2,-84,-96.1,12.1,27,22%,115,93%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386040273,San Diego Unified,Webster Elementary,4801 Elm Street,4801 Elm St.,San Diego,92102-1354,CA,(619) 362-3000,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-6,32.724157,-117.09239,2/9/2017,337,-20.1,-42.2,2,-42.5,-48.2,5.7,139,41%,316,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039101,San Diego Unified,Adams Elementary,4672 35th Street,4672 35th St.,San Diego,92116-3536,CA,(619) 362-4200,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.76156,-117.11786,6/18/2015,283,-31.3,-34.9,2,-49.9,-40.8,-9.1,127,45%,265,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683386039929,San Diego Unified,Perkins K-8,1770 Main Street,1770 Main St.,San Diego,92113-2104,CA,(619) 344-5300,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-8,32.700764,-117.14913,6/18/2015,460,-51.2,-61.1,2,-69.6,-74.9,5.3,231,50%,434,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
